epoch,f1-score,iou_score,loss,val_f1-score,val_iou_score,val_loss
0,0.6163001656532288,0.44765233993530273,0.4420514404773712,0.6567524075508118,0.5073224306106567,0.4023456573486328
1,0.629611074924469,0.46164900064468384,0.42685702443122864,0.6484776735305786,0.5023260712623596,0.40153151750564575
2,0.6360043287277222,0.4687812030315399,0.41891714930534363,0.6435183882713318,0.4974123537540436,0.404585599899292
3,0.641104519367218,0.4742491543292999,0.412687748670578,0.6555553674697876,0.5102651715278625,0.39332473278045654
4,0.6472339630126953,0.48081377148628235,0.40608033537864685,0.6579844355583191,0.512674868106842,0.38952264189720154
5,0.6526798009872437,0.4868876039981842,0.3996207118034363,0.6781131029129028,0.5317894816398621,0.37134385108947754
6,0.6547682285308838,0.48901671171188354,0.39743772149086,0.6732374429702759,0.5281553864479065,0.3730539083480835
7,0.6544972658157349,0.48879268765449524,0.39730483293533325,0.6648950576782227,0.5203037858009338,0.3799121677875519
8,0.6645201444625854,0.4998893737792969,0.386503130197525,0.6754794716835022,0.5292306542396545,0.37569501996040344
